date,store_id,sku_id,category,region,store_tier,base_price,promo_price,is_promotional_flag,discount_pct,display_location_type,units_sold,true_demand,inventory_on_hand,is_weekend,is_salary_day,is_holiday,revenue,base_margin_pct,realized_margin_pct,profit
2023-10-17,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,21,21,145,0,0,0,2015.37,0.197,0.197,397.03
2023-10-17,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,60,60,255,0,0,0,8544.0,0.233,0.233,1990.75
2023-10-17,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,55,55,615,0,0,0,1915.1,0.331,0.331,633.9
2023-10-18,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,40,40,121,0,0,0,6593.6,0.173,0.173,1140.69
2023-10-18,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,37,37,189,0,0,0,8791.57,0.251,0.251,2206.68
2023-10-18,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,17,17,128,0,0,0,1631.49,0.197,0.197,321.4
2023-10-18,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,Floor-stack,72,72,182,0,0,0,10252.8,0.233,0.233,2388.9
2023-10-18,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,52,52,563,0,0,0,1810.64,0.331,0.331,599.32
2023-10-19,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,23,23,98,0,0,0,3791.32,0.173,0.173,655.9
2023-10-19,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,50,50,139,0,0,0,11880.5,0.251,0.251,2982.01
2023-10-19,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,17,17,112,0,0,0,1631.49,0.197,0.197,321.4
2023-10-19,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,End-cap,43,43,140,0,0,0,6123.2,0.233,0.233,1426.71
2023-10-19,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Shelf-talker,47,47,516,0,0,0,1636.54,0.331,0.331,541.69
2023-10-20,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,42,42,56,0,0,0,6923.28,0.173,0.173,1197.73
2023-10-20,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Shelf-talker,41,41,97,0,0,0,9742.01,0.251,0.251,2445.24
2023-10-20,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,20,20,91,0,0,0,1919.4,0.197,0.197,378.12
2023-10-20,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,43,43,97,0,0,0,6123.2,0.233,0.233,1426.71
2023-10-20,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,47,47,469,0,0,0,1636.54,0.331,0.331,541.69
2023-10-21,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,53,53,3,1,0,0,8736.52,0.173,0.173,1511.42
2023-10-21,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Shelf-talker,57,57,40,1,0,0,13543.77,0.251,0.251,3399.49
2023-10-21,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,Floor-stack,30,30,61,1,0,0,2879.1,0.197,0.197,567.18
2023-10-21,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,End-cap,85,85,12,1,0,0,12104.0,0.233,0.233,2820.23
2023-10-21,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,41,41,429,1,0,0,1427.62,0.331,0.331,472.54
2023-10-22,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,63,63,307,1,0,0,10384.92,0.173,0.173,1796.59
2023-10-22,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,64,64,368,1,0,0,15207.04,0.251,0.251,3816.97
2023-10-22,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,27,27,177,1,0,0,2591.19,0.197,0.197,510.46
2023-10-22,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,72,72,357,1,0,0,10252.8,0.233,0.233,2388.9
2023-10-22,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,81,81,739,1,0,0,2820.42,0.331,0.331,933.56
2023-10-23,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,29,29,279,0,0,0,4780.36,0.173,0.173,827.0
2023-10-23,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,43,43,325,0,0,0,10217.23,0.251,0.251,2564.52
2023-10-23,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,25,25,152,0,0,0,2399.25,0.197,0.197,472.65
2023-10-23,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,69,69,287,0,0,0,9825.6,0.233,0.233,2289.36
2023-10-23,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Shelf-talker,31,31,708,0,0,0,1079.42,0.331,0.331,357.29
2023-10-24,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,52,52,227,0,0,0,8571.68,0.173,0.173,1482.9
2023-10-24,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,58,58,267,0,0,0,13781.38,0.251,0.251,3459.13
2023-10-24,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,21,21,131,0,0,0,2015.37,0.197,0.197,397.03
2023-10-24,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,49,49,239,0,0,0,6977.6,0.233,0.233,1625.78
2023-10-24,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,54,54,654,0,0,0,1880.28,0.331,0.331,622.37
2023-10-25,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,50,50,177,0,0,0,8242.0,0.173,0.173,1425.87
2023-10-25,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,65,65,202,0,0,0,15444.65,0.251,0.251,3876.61
2023-10-25,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,21,21,111,0,0,0,2015.37,0.197,0.197,397.03
2023-10-25,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,Shelf-talker,58,58,181,0,0,0,8259.2,0.233,0.233,1924.39
2023-10-25,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,50,50,604,0,0,0,1741.0,0.331,0.331,576.27
2023-10-26,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Shelf-talker,53,53,124,0,0,0,8736.52,0.173,0.173,1511.42
2023-10-26,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,60,60,142,0,0,0,14256.6,0.251,0.251,3578.41
2023-10-26,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,21,21,89,0,0,0,2015.37,0.197,0.197,397.03
2023-10-26,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,End-cap,64,64,117,0,0,0,9113.6,0.233,0.233,2123.47
2023-10-26,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,47,47,557,0,0,0,1636.54,0.331,0.331,541.69
2023-10-27,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Floor-stack,43,43,81,0,0,0,7088.12,0.173,0.173,1226.24
2023-10-27,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,62,62,81,0,0,0,14731.82,0.251,0.251,3697.69
2023-10-27,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,24,24,65,0,0,0,2303.28,0.197,0.197,453.75
2023-10-27,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,59,59,57,0,0,0,8401.6,0.233,0.233,1957.57
2023-10-27,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,50,50,507,0,0,0,1741.0,0.331,0.331,576.27
2023-10-28,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,81,93,0,1,1,1,13352.04,0.173,0.173,2309.9
2023-10-28,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,71,71,9,1,1,1,16870.31,0.251,0.251,4234.45
2023-10-28,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,42,42,23,1,1,1,4030.74,0.197,0.197,794.06
2023-10-28,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,Shelf-talker,57,71,0,1,1,1,8116.8,0.233,0.233,1891.21
2023-10-28,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,80,80,427,1,1,1,2785.6,0.331,0.331,922.03
2023-10-29,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,46,46,352,1,1,0,7582.64,0.173,0.173,1311.8
2023-10-29,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,72,72,345,1,1,0,17107.92,0.251,0.251,4294.09
2023-10-29,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,22,22,156,1,1,0,2111.34,0.197,0.197,415.93
2023-10-29,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,125,125,277,1,1,0,17800.0,0.233,0.233,4147.4
2023-10-29,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,81,81,713,1,1,0,2820.42,0.331,0.331,933.56
2023-10-30,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Shelf-talker,54,58,295,0,1,0,8901.36,0.173,0.173,1539.94
2023-10-30,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,63,67,278,0,1,0,14969.43,0.251,0.251,3757.33
2023-10-30,S000,SKU017,Beverages,North,Metro,95.97,86.37,1,10.0,,41,41,114,0,1,0,3541.17,0.197,0.137,485.14
2023-10-30,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,68,71,207,0,1,0,9683.2,0.233,0.233,2256.19
2023-10-30,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Floor-stack,42,45,668,0,1,0,1462.44,0.331,0.331,484.07
2023-10-31,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Floor-stack,43,44,250,0,1,0,7088.12,0.173,0.173,1226.24
2023-10-31,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,69,72,206,0,1,0,16395.09,0.251,0.251,4115.17
2023-10-31,S000,SKU017,Beverages,North,Metro,95.97,86.37,1,10.0,End-cap,38,38,76,0,1,0,3282.06,0.197,0.137,449.64
2023-10-31,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,49,52,155,0,1,0,6977.6,0.233,0.233,1625.78
2023-10-31,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,61,63,605,0,1,0,2124.02,0.331,0.331,703.05
2023-11-01,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Shelf-talker,36,37,213,0,1,0,5934.24,0.173,0.173,1026.62
2023-11-01,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Shelf-talker,78,83,123,0,1,0,18533.58,0.251,0.251,4651.93
2023-11-01,S000,SKU017,Beverages,North,Metro,95.97,86.37,1,10.0,End-cap,36,36,41,0,1,0,3109.32,0.197,0.137,425.98
2023-11-01,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,68,73,82,0,1,0,9683.2,0.233,0.233,2256.19
2023-11-01,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,50,53,552,0,1,0,1741.0,0.331,0.331,576.27
2023-11-02,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,42,42,172,0,1,0,6923.28,0.173,0.173,1197.73
2023-11-02,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,75,75,47,0,1,0,17820.75,0.251,0.251,4473.01
2023-11-02,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,16,16,25,0,1,0,1535.52,0.197,0.197,302.5
2023-11-02,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,75,75,7,0,1,0,10680.0,0.233,0.233,2488.44
2023-11-02,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,56,56,496,0,1,0,1949.92,0.331,0.331,645.42
2023-11-03,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,44,44,127,0,0,0,7252.96,0.173,0.173,1254.76
2023-11-03,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,47,62,0,0,0,0,11167.67,0.251,0.251,2803.09
2023-11-03,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,14,14,11,0,0,0,1343.58,0.197,0.197,264.69
2023-11-03,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,Floor-stack,7,69,0,0,0,0,996.8,0.233,0.233,232.25
2023-11-03,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,47,47,449,0,0,0,1636.54,0.331,0.331,541.69
2023-11-04,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,47,47,80,1,0,0,7747.48,0.173,0.173,1340.31
2023-11-04,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Shelf-talker,0,99,0,1,0,0,0.0,0.251,0.251,0.0
2023-11-04,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,Shelf-talker,11,23,0,1,0,0,1055.67,0.197,0.197,207.97
2023-11-04,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,0,86,0,1,0,0,0.0,0.233,0.233,0.0
2023-11-04,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,62,62,386,1,0,0,2158.84,0.331,0.331,714.58
2023-11-05,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Shelf-talker,59,59,354,1,0,0,9725.56,0.173,0.173,1682.52
2023-11-05,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,68,68,362,1,0,0,16157.48,0.251,0.251,4055.53
2023-11-05,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,18,18,161,1,0,0,1727.46,0.197,0.197,340.31
2023-11-05,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,71,71,336,1,0,0,10110.4,0.233,0.233,2355.72
2023-11-05,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,70,70,722,1,0,0,2437.4,0.331,0.331,806.78
2023-11-06,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,30,30,324,0,0,0,4945.2,0.173,0.173,855.52
2023-11-06,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,51,51,312,0,0,0,12118.11,0.251,0.251,3041.65
2023-11-06,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,18,18,143,0,0,0,1727.46,0.197,0.197,340.31
2023-11-06,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,40,40,296,0,0,0,5696.0,0.233,0.233,1327.17
2023-11-06,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Shelf-talker,51,51,671,0,0,0,1775.82,0.331,0.331,587.8
2023-11-07,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,27,27,297,0,0,0,4450.68,0.173,0.173,769.97
2023-11-07,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,55,55,257,0,0,0,13068.55,0.251,0.251,3280.21
2023-11-07,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,22,22,121,0,0,0,2111.34,0.197,0.197,415.93
2023-11-07,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,63,63,232,0,0,0,8971.2,0.233,0.233,2090.29
2023-11-07,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,60,60,611,0,0,0,2089.2,0.331,0.331,691.53
2023-11-08,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,55,55,242,0,0,0,9066.2,0.173,0.173,1568.45
2023-11-08,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,45,45,212,0,0,0,10692.45,0.251,0.251,2683.8
2023-11-08,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,17,17,104,0,0,0,1631.49,0.197,0.197,321.4
2023-11-08,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,41,41,191,0,0,0,5838.4,0.233,0.233,1360.35
2023-11-08,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Shelf-talker,61,61,551,0,0,0,2124.02,0.331,0.331,703.05
2023-11-09,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,51,51,190,0,0,0,8406.84,0.173,0.173,1454.38
2023-11-09,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Floor-stack,54,54,158,0,0,0,12830.94,0.251,0.251,3220.57
2023-11-09,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,20,20,84,0,0,0,1919.4,0.197,0.197,378.12
2023-11-09,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,71,71,120,0,0,0,10110.4,0.233,0.233,2355.72
2023-11-09,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Floor-stack,54,54,497,0,0,0,1880.28,0.331,0.331,622.37
2023-11-10,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,36,36,155,0,0,0,5934.24,0.173,0.173,1026.62
2023-11-10,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,37,37,121,0,0,0,8791.57,0.251,0.251,2206.68
2023-11-10,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,16,16,69,0,0,0,1535.52,0.197,0.197,302.5
2023-11-10,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,51,51,69,0,0,0,7262.4,0.233,0.233,1692.14
2023-11-10,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Floor-stack,57,57,439,0,0,0,1984.74,0.331,0.331,656.95
2023-11-11,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,56,56,99,1,0,0,9231.04,0.173,0.173,1596.97
2023-11-11,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,61,61,61,1,0,0,14494.21,0.251,0.251,3638.05
2023-11-11,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,26,26,43,1,0,0,2495.22,0.197,0.197,491.56
2023-11-11,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,69,82,0,1,0,0,9825.6,0.233,0.233,2289.36
2023-11-11,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,88,88,352,1,0,0,3064.16,0.331,0.331,1014.24
2023-11-12,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,66,66,342,1,0,0,10879.44,0.173,0.173,1882.14
2023-11-12,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,66,66,486,1,0,0,15682.26,0.251,0.251,3936.25
2023-11-12,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,Floor-stack,27,27,153,1,0,0,2591.19,0.197,0.197,510.46
2023-11-12,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,65,65,455,1,0,0,9256.0,0.233,0.233,2156.65
2023-11-12,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,48,48,680,1,0,0,1671.36,0.331,0.331,553.22
2023-11-13,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,48,48,294,0,0,0,7912.32,0.173,0.173,1368.83
2023-11-13,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Floor-stack,62,62,424,0,0,0,14731.82,0.251,0.251,3697.69
2023-11-13,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,14,14,139,0,0,0,1343.58,0.197,0.197,264.69
2023-11-13,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,End-cap,53,53,402,0,0,0,7547.2,0.233,0.233,1758.5
2023-11-13,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Floor-stack,61,61,619,0,0,0,2124.02,0.331,0.331,703.05
2023-11-14,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,45,45,249,0,0,0,7417.8,0.173,0.173,1283.28
2023-11-14,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Shelf-talker,64,64,360,0,0,0,15207.04,0.251,0.251,3816.97
2023-11-14,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,17,17,122,0,0,0,1631.49,0.197,0.197,321.4
2023-11-14,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,Floor-stack,50,50,351,0,0,0,7120.0,0.233,0.233,1658.96
2023-11-14,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Shelf-talker,65,65,553,0,0,0,2263.3,0.331,0.331,749.15
2023-11-15,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,53,53,196,0,0,0,8736.52,0.173,0.173,1511.42
2023-11-15,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,44,44,316,0,0,0,10454.84,0.251,0.251,2624.16
2023-11-15,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,15,15,107,0,0,0,1439.55,0.197,0.197,283.59
2023-11-15,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,66,66,285,0,0,0,9398.4,0.233,0.233,2189.83
2023-11-15,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,55,55,498,0,0,0,1915.1,0.331,0.331,633.9
2023-11-16,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,Shelf-talker,38,38,158,0,0,0,6263.92,0.173,0.173,1083.66
2023-11-16,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,73,73,242,0,0,0,17345.53,0.251,0.251,4353.73
2023-11-16,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,21,21,86,0,0,0,2015.37,0.197,0.197,397.03
2023-11-16,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,End-cap,52,52,233,0,0,0,7404.8,0.233,0.233,1725.32
2023-11-16,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Shelf-talker,69,69,430,0,0,0,2402.58,0.331,0.331,795.25
2023-11-17,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,44,44,113,0,0,0,7252.96,0.173,0.173,1254.76
2023-11-17,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,55,55,188,0,0,0,13068.55,0.251,0.251,3280.21
2023-11-17,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,20,20,66,0,0,0,1919.4,0.197,0.197,378.12
2023-11-17,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,End-cap,67,67,167,0,0,0,9540.8,0.233,0.233,2223.01
2023-11-17,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Shelf-talker,67,67,363,0,0,0,2332.94,0.331,0.331,772.2
2023-11-18,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,55,55,58,1,0,0,9066.2,0.173,0.173,1568.45
2023-11-18,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,70,70,118,1,0,0,16632.7,0.251,0.251,4174.81
2023-11-18,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,Shelf-talker,24,24,42,1,0,0,2303.28,0.197,0.197,453.75
2023-11-18,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,End-cap,66,66,101,1,0,0,9398.4,0.233,0.233,2189.83
2023-11-18,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,Shelf-talker,60,60,302,1,0,0,2089.2,0.331,0.331,691.53
2023-11-19,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,53,53,343,1,0,0,8736.52,0.173,0.173,1511.42
2023-11-19,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,48,48,539,1,0,0,11405.28,0.251,0.251,2862.73
2023-11-19,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,24,24,177,1,0,0,2303.28,0.197,0.197,453.75
2023-11-19,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,End-cap,71,71,427,1,0,0,10110.4,0.233,0.233,2355.72
2023-11-19,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,,61,61,663,1,0,0,2124.02,0.331,0.331,703.05
2023-11-20,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,End-cap,41,41,302,0,0,0,6758.44,0.173,0.173,1169.21
2023-11-20,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,47,47,492,0,0,0,11167.67,0.251,0.251,2803.09
2023-11-20,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,20,20,157,0,0,0,1919.4,0.197,0.197,378.12
2023-11-20,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,59,59,368,0,0,0,8401.6,0.233,0.233,1957.57
2023-11-20,S000,SKU030,Beverages,North,Metro,34.82,34.82,0,0.0,End-cap,56,56,607,0,0,0,1949.92,0.331,0.331,645.42
2023-11-21,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,43,45,257,0,0,0,7088.12,0.173,0.173,1226.24
2023-11-21,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,End-cap,61,63,428,0,0,0,14494.21,0.251,0.251,3638.05
2023-11-21,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,,20,21,136,0,0,0,1919.4,0.197,0.197,378.12
2023-11-21,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,Floor-stack,56,60,308,0,0,0,7974.4,0.233,0.233,1858.04
2023-11-21,S000,SKU030,Beverages,North,Metro,34.82,26.12,1,25.0,End-cap,79,79,528,0,0,0,2063.48,0.331,0.181,373.49
2023-11-22,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,41,44,213,0,0,0,6758.44,0.173,0.173,1169.21
2023-11-22,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,Floor-stack,51,55,373,0,0,0,12118.11,0.251,0.251,3041.65
2023-11-22,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,Shelf-talker,17,18,119,0,0,0,1631.49,0.197,0.197,321.4
2023-11-22,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,47,49,259,0,0,0,6692.8,0.233,0.233,1559.42
2023-11-22,S000,SKU030,Beverages,North,Metro,34.82,26.12,1,25.0,,132,132,396,0,0,0,3447.84,0.331,0.181,624.06
2023-11-23,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,34,36,177,0,0,0,5604.56,0.173,0.173,969.59
2023-11-23,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,52,54,319,0,0,0,12355.72,0.251,0.251,3101.29
2023-11-23,S000,SKU017,Beverages,North,Metro,95.97,95.97,0,0.0,End-cap,16,17,102,0,0,0,1535.52,0.197,0.197,302.5
2023-11-23,S000,SKU020,Beverages,North,Metro,142.4,142.4,0,0.0,,63,66,193,0,0,0,8971.2,0.233,0.233,2090.29
2023-11-23,S000,SKU030,Beverages,North,Metro,34.82,26.12,1,25.0,Shelf-talker,102,102,294,0,0,0,2664.24,0.331,0.181,482.23
2023-11-24,S000,SKU003,Beverages,North,Metro,164.84,164.84,0,0.0,,49,51,126,0,0,0,8077.16,0.173,0.173,1397.35
2023-11-24,S000,SKU012,Beverages,North,Metro,237.61,237.61,0,0.0,,52,56,263,0,0,0,12355.72,0.251,0.251,3101.29
